peptide,mean_rohhad,mean_healthy,std_rohhad,std_healthy,diff,n_rohhad,n_healthy,pvalue_ttest,pvalue_mw,qvalue_ttest,qvalue_mw,significant_fdr05,significant_fdr01
gi|530402200|ref|XP_005266365.1|_PREDICTED:_zinc_finger_CCCH_domain-containing_protein_13_isoform_X4_[Homo_sapiens]_fragment_56,9.273260904664088,1.067951072121028,3.793804992202734,4.972814736769454,8.20530983254306,2,63,0.1855511384540506,0.02143771667834174,0.22669476653648388,0.9199879035472728,False,False
gi|530402186|ref|XP_005266358.1|_PREDICTED:_zinc_finger_CCCH_domain-containing_protein_13_isoform_X2_[Homo_sapiens]_fragment_56,5.2846834406084255,-2.7860106111165006,1.1724668002066925,7.102922841904395,8.070694051724926,2,63,0.0016460573269013693,0.08966285475180714,0.0039430979884149935,0.9199879035472728,True,True
gi|768012351|ref|XP_011525864.1|_PREDICTED:_histone-lysine_N-methyltransferase_2B_isoform_X2_[Homo_sapiens]_fragment_6,13.744128194387343,5.7280077547955655,1.3987956911240471,7.091035091024046,8.016120439591777,2,63,0.007218306613389968,0.09277151191396069,0.013878139239887972,0.9199879035472728,True,False
gi|42490760|ref|NP_963861.1|_M-phase_inducer_phosphatase_1_isoform_b_[Homo_sapiens]_fragment_9,10.303828136312063,2.3984972880102546,2.7318391445581,6.052162675858953,7.9053308483018085,2,63,0.11315930633558077,0.05094794030732929,0.14625709757179553,0.9199879035472728,False,False
gi|767919490|ref|XP_011510032.1|_PREDICTED:_titin_isoform_X2_[Homo_sapiens]_fragment_454,9.659378395289238,1.7675717405251608,0.006424785984603019,3.7688713530553346,7.8918066547640775,2,63,1.5989558541919681e-24,0.005545667315244056,9.849568061822524e-22,0.4166013495354071,True,True
gi|767969990|ref|XP_011541058.1|_PREDICTED:_B-cell_CLL/lymphoma_9-like_protein_isoform_X2_[Homo_sapiens]_fragment_2,8.742087199724978,0.8568909390163786,0.6300791733901816,5.813825406415198,7.885196260708599,2,63,7.411697121637157e-07,0.05048298140860527,6.91758398019468e-06,0.9199879035472728,True,True
gi|767920288|ref|XP_011510358.1|_PREDICTED:_protein_TANC1_isoform_X12_[Homo_sapiens]_fragment_59,8.491330547741578,1.0788048677496593,0.26268523175917347,4.73425652214585,7.412525679991918,2,63,9.293202831141669e-16,0.018438143297977255,1.1926276966631808e-13,0.9199879035472728,True,True
gi|153791982|ref|NP_443159.1|_PWWP_domain-containing_protein_2A_isoform_a_[Homo_sapiens]_fragment_16,9.867226330528846,2.496315403564673,1.6992165707655158,4.198350186740195,7.370910926964173,2,63,0.06106326090100549,0.01894284511495675,0.08490963592555165,0.9199879035472728,False,False
gi|767936823|ref|XP_011542049.1|_PREDICTED:_synphilin-1_isoform_X5_[Homo_sapiens]_fragment_36,7.580635880930446,0.3273369768847622,0.6969413641786216,1.487581710523254,7.253298904045684,2,63,0.022394043573790275,6.566792659494492e-07,0.035682180138269036,0.00020225721391243034,True,False
gi|767884137|ref|XP_011545683.1|_PREDICTED:_LOW_QUALITY_PROTEIN:_eukaryotic_translation_initiation_factor_3_subunit_A-like_isoform_X1_[Homo_sapiens]_fragment_5,8.11916883853629,1.125268235334106,4.0100170026551165,4.317305087223052,6.993900603202183,2,63,0.2350499505942803,0.04312350677347921,0.28479695036600444,0.9199879035472728,False,False
gi|530422721|ref|XP_005274701.1|_PREDICTED:_zinc_finger_protein_275_isoform_X1_[Homo_sapiens]_fragment_12,5.0745360816121305,-1.721686286261398,3.8393153198357184,3.6334127905082987,6.796222367873528,2,63,0.2339571301806815,0.022147949597029287,0.2835844002190079,0.9199879035472728,False,False
gi|767929587|ref|XP_011511907.1|_PREDICTED:_uncharacterized_protein_LOC105374372_[Homo_sapiens]_fragment_4,-2.517390774112857,-9.11183565833618,2.720477378490455,5.539498288363254,6.594444884223322,2,63,0.1461291444393401,0.05155426847630788,0.18761057310261256,0.9199879035472728,False,False
gi|4557237|ref|NP_000010.1|_acetyl-CoA_acetyltransferase__mitochondrial_precursor_[Homo_sapiens]_fragment_8,5.2457092296738805,-1.2722956918348534,9.967427009127132,2.109884517934728,6.518004921508734,2,63,0.5247343439738874,0.017120275303216873,0.6003647026149974,0.9199879035472728,False,False
gi|768015681|ref|XP_011526811.1|_PREDICTED:_death-inducer_obliterator_1_isoform_X1_[Homo_sapiens]_fragment_89,6.002472057502104,-0.49495093887543384,1.8872998819639593,5.072946334465044,6.497422996377538,2,63,0.07788204208451557,0.06214163730751331,0.1073754205999588,0.9199879035472728,False,False
gi|767936299|ref|XP_011541859.1|_PREDICTED:_transmembrane_protein_232_isoform_X3_[Homo_sapiens]_fragment_23,8.162935459790532,1.7548591656223749,0.6981809913702556,4.296799552775021,6.408076294168157,2,63,0.0004225694136443608,0.007668170908093066,0.0012636056252666324,0.5623325332601582,True,True
gi|767957548|ref|XP_011517026.1|_PREDICTED:_outer_dense_fiber_protein_2_isoform_X5_[Homo_sapiens]_fragment_3,8.640940147085537,2.286235440073429,0.33596827949543273,4.100555188245547,6.354704707012108,2,63,5.0522363648930555e-11,0.017118610798961084,2.255201159981248e-09,0.9199879035472728,True,True
gi|768033386|ref|XP_011542265.1|_PREDICTED:_lysine-specific_demethylase_6A_isoform_X7_[Homo_sapiens]_fragment_18,10.35881283695667,4.052894730236442,1.722584199563364,5.6264304873931685,6.3059181067202275,2,63,0.056848499301031474,0.07936539264069563,0.07951561210135193,0.9199879035472728,False,False
gi|767973808|ref|XP_011536473.1|_PREDICTED:_zinc_finger_protein_385A_isoform_X5_[Homo_sapiens]_fragment_10,7.35238036210058,1.123684518922213,10.397836023808248,2.858769138082791,6.228695843178366,2,63,0.552383077853438,0.10887723067724868,0.6282643573813106,0.9199879035472728,False,False
gi|767952757|ref|XP_011515245.1|_PREDICTED:_zinc_finger_CCCH_domain-containing_protein_3_isoform_X1_[Homo_sapiens]_fragment_15,5.543490285112282,-0.6255060694816252,1.9785958999135964,3.4761763274167214,6.168996354593907,2,63,0.11554620858067338,0.003316332549096969,0.1492794976629505,0.2658058138990006,False,False
gi|4502527|ref|NP_000711.1|_voltage-dependent_L-type_calcium_channel_subunit_alpha-1D_isoform_a_[Homo_sapiens]_fragment_74,5.593433778173004,-0.5204778421218481,1.5236370253589961,4.98727864525208,6.113911620294853,2,63,0.04852962200670155,0.06138959264538889,0.06945689395011188,0.9199879035472728,False,False
gi|223468657|ref|NP_003018.3|_endophilin-A3_isoform_a_[Homo_sapiens]_fragment_2,5.2859233769731055,-0.6952993639795372,1.3965764262875773,3.079469569781433,5.981222740952643,2,63,0.06879826488058655,0.00120890596143627,0.09514982300503214,0.14972387061574355,False,False
gi|379030637|ref|NP_001243803.1|_inactive_ubiquitin_carboxyl-terminal_hydrolase_17-like_protein_4_[Homo_sapiens]_fragment_20,4.863593980208442,-0.9900474194663192,1.0543743304596966,4.935973710936812,5.853641399674761,2,63,0.010542842013558805,0.0866671460567916,0.018704224899199005,0.9199879035472728,True,False
gi|112380630|ref|NP_036266.2|_leiomodin-1_[Homo_sapiens]_fragment_20,10.856195012888818,5.1251511371626375,0.13060913952717343,6.104202206410724,5.731043875726181,2,63,4.0233722626311914e-10,0.13774994562799353,1.050168353296955e-08,0.9199879035472728,True,True
gi|767925991|ref|XP_011510834.1|_PREDICTED:_ADP-ribosylation_factor-like_protein_13B_isoform_X2_[Homo_sapiens]_fragment_8,13.742931282385001,8.135396973089629,0.3612184967904316,4.240288911621188,5.607534309295373,2,63,3.122340607197247e-09,0.02621029969395829,6.125356095648103e-08,0.9199879035472728,True,True
gi|530384590|ref|XP_005249726.1|_PREDICTED:_late_secretory_pathway_protein_AVL9_homolog_isoform_X4_[Homo_sapiens]_fragment_23,8.661452888571525,3.080334234640992,0.8187468363031472,5.233940543973067,5.581118653930533,2,63,0.001283274820964869,0.0898676385155509,0.0032238878047078276,0.9199879035472728,True,True
gi|148596992|ref|NP_443179.3|_alpha-protein_kinase_2_[Homo_sapiens]_fragment_20,7.067125750189159,1.513010555259259,9.994425082913642,3.503845428319033,5.554115194929899,2,63,0.5757307125726611,0.1690474487745327,0.6509730523949324,0.9199879035472728,False,False
gi|530381495|ref|XP_005248922.1|_PREDICTED:_transcription_factor_E2F3_isoform_X5_[Homo_sapiens]_fragment_0,5.980092258775302,0.43859270934981676,8.457127576602389,1.7094037540808236,5.541499549425485,2,63,0.5241070718148887,0.017120275303216873,0.5998698555146255,0.9199879035472728,False,False
gi|767971782|ref|XP_011518903.1|_PREDICTED:_polyhomeotic-like_protein_1_isoform_X5_[Homo_sapiens]_fragment_8,6.109066012171449,0.5717052265365306,8.639524007845383,2.812790004106181,5.5373607856349185,2,63,0.5309430352438409,0.009348808032459409,0.6070172786009762,0.639873971999444,False,False
gi|11321577|ref|NP_003724.1|_2'-5'-oligoadenylate_synthase-like_protein_isoform_a_[Homo_sapiens]_fragment_4,5.730455692990939,0.22807370608314512,8.1040881596059,1.8102789206665235,5.502381986907794,2,63,0.5127715513959474,0.00017998146817910511,0.5886456870292651,0.03464643262447773,False,False
gi|767988043|ref|XP_006721060.2|_PREDICTED:_putative_uncharacterized_protein_LOC400499_isoform_X2_[Homo_sapiens]_fragment_96,3.525183467599594,-1.8008464895000054,1.4093239246639786,3.4889701449765567,5.3260299570996,2,63,0.07367258454277371,0.028853692468215404,0.10175406295593858,0.9199879035472728,False,False
gi|530362056|ref|XP_005270647.1|_PREDICTED:_coiled-coil_and_C2_domain-containing_protein_1B_isoform_X1_[Homo_sapiens]_fragment_22,4.9418408985696995,-0.30767872209442526,2.7549356243146006,3.936845352737682,5.249519620664125,2,63,0.20842013582858526,0.0866671460567916,0.2535284432669994,0.9199879035472728,False,False
gi|767931431|ref|XP_011530056.1|_PREDICTED:_protein_RUFY3_isoform_X6_[Homo_sapiens]_fragment_23,3.9058340265941114,-1.2555226223839313,9.166282145514579,3.9007794833783063,5.1613566489780425,2,63,0.5715389818735468,0.10294017517405231,0.6467083262933593,0.9199879035472728,False,False
gi|767909989|ref|XP_011508110.1|_PREDICTED:_transcriptional_repressor_p66-beta_isoform_X1_[Homo_sapiens]_fragment_10,8.979175526248218,3.8679387665722613,0.12953054907924327,5.940690648782511,5.111236759675957,2,63,4.856246437944809e-09,0.19903058313842625,8.850437295189357e-08,0.9199879035472728,True,True
gi|124001558|ref|NP_689799.3|_inactive_ubiquitin_carboxyl-terminal_hydrolase_54_[Homo_sapiens]_fragment_19,8.079295686051653,3.0525821396032873,1.4021528235913585,4.527900567847942,5.026713546448366,2,63,0.05975842344630922,0.1047060650374483,0.08328323267630425,0.9199879035472728,False,False
gi|767909261|ref|XP_011507833.1|_PREDICTED:_filaggrin-2_isoform_X1_[Homo_sapiens]_fragment_28,5.884427170841101,0.8921326402534698,1.1109689682674233,4.819338444605534,4.992294530587631,2,63,0.022393750742603014,0.123620463030012,0.035682180138269036,0.9199879035472728,True,False
gi|301069349|ref|NP_001180269.1|_solute_carrier_family_13_member_3_isoform_d_[Homo_sapiens]_fragment_13,2.9076743335068382,-2.07407374690307,0.006338563292525499,3.5003359717824716,4.981748080409908,2,63,1.0886012622668848e-16,0.0018346547870119376,1.808389394144949e-14,0.1978616562986357,True,True
gi|530382657|ref|XP_005249483.1|_PREDICTED:_zinc_finger_and_SCAN_domain-containing_protein_16_isoform_X2_[Homo_sapiens]_fragment_6,5.236532995787484,0.3343968675153577,0.006425397200595628,5.593852819713109,4.902136128272126,2,63,2.5650663162878713e-09,0.21073187077425104,5.232055797461354e-08,0.9199879035472728,True,True
gi|54112403|ref|NP_060250.2|_chromodomain-helicase-DNA-binding_protein_7_[Homo_sapiens]_fragment_10,3.5797551569727135,-1.3041583696060481,7.65355817264521,1.8213575193405869,4.883913526578762,2,63,0.5324672529300303,0.03109545499185936,0.6080827360120479,0.9199879035472728,False,False
gi|530365060|ref|XP_005245388.1|_PREDICTED:_DDB1-_and_CUL4-associated_factor_6_isoform_X1_[Homo_sapiens]_fragment_12,5.870464492750257,1.1272150112018897,8.302090503077105,3.1349196546481912,4.743249481548367,2,63,0.5670783965689482,0.10001522712130095,0.6430785940472609,0.9199879035472728,False,False
gi|768039688|ref|XP_011529394.1|_PREDICTED:_mastermind-like_domain-containing_protein_1_isoform_X4_[Homo_sapiens]_fragment_27,5.487844631237331,0.7710336518544133,7.76098430569221,2.425812390047528,4.716810979382918,2,63,0.5477815798716719,0.04809133958801145,0.623721724955545,0.9199879035472728,False,False
gi|13786127|ref|NP_036253.2|_cdc42_effector_protein_4_[Homo_sapiens]_fragment_12,6.381943656828416,1.7534198814880992,9.025431273787692,3.7653910000442363,4.628523775340317,2,63,0.6002935633491179,0.1918991254137672,0.673798897636765,0.9199879035472728,False,False
gi|217416347|ref|NP_065804.2|_caskin-2_isoform_a_[Homo_sapiens]_fragment_17,3.6506631526094484,-0.9576789887019123,7.726417463645687,2.519158797154543,4.60834214131136,2,63,0.5536815107438454,0.0671828071659845,0.6295086943857674,0.9199879035472728,False,False
gi|767925647|ref|XP_011510699.1|_PREDICTED:_mediator_of_RNA_polymerase_II_transcription_subunit_12-like_protein_isoform_X13_[Homo_sapiens]_fragment_53,9.367569096920015,4.786058351183466,1.0054282359490891,4.532285756947183,4.581510745736549,2,63,0.01966019949197032,0.14833695717237524,0.031670195834345494,0.9199879035472728,True,False
gi|11386139|ref|NP_000923.1|_1-phosphatidylinositol_4_5-bisphosphate_phosphodiesterase_beta-3_isoform_1_[Homo_sapiens]_fragment_48,-6.390863258849622,-10.962371995398394,8.773920612230514,3.2877568137365496,4.571508736548772,2,63,0.5955163754464952,0.1955616583996036,0.6699015472517185,0.9199879035472728,False,False
gi|149408146|ref|NP_001092268.1|_TOX_high_mobility_group_box_family_member_2_isoform_b_[Homo_sapiens]_fragment_18,6.181427743126019,1.6582326192987051,8.741858949158129,3.990850312671862,4.523195123827314,2,63,0.5975402037904651,0.18104449922505117,0.6716875283484061,0.9199879035472728,False,False
gi|768042819|ref|XP_011544758.1|_PREDICTED:_receptor-transporting_protein_5_isoform_X1_[Homo_sapiens]_fragment_14,5.898204096077617,1.392523453659356,8.341320226317508,3.1199790715534257,4.505680642418261,2,63,0.5844727797780763,0.1523143214086673,0.658922460364742,0.9199879035472728,False,False
gi|19923967|ref|NP_612446.1|_G-protein_coupled_receptor-associated_sorting_protein_2_[Homo_sapiens]_fragment_2,7.572463438774307,3.0797703387095137,0.5751018482957396,5.449841835355889,4.492693100064793,2,63,7.945858696917823e-05,0.1737864449043488,0.00032500989092306635,0.9199879035472728,True,True
gi|26006461|ref|NP_115920.1|_kin_of_IRRE-like_protein_3_isoform_1_precursor_[Homo_sapiens]_fragment_14,4.332849385317999,0.0,6.127574364436643,0.0,4.332849385317999,2,63,0.49999999999999956,3.32503465648038e-08,0.5746268656716425,1.137900749106619e-05,False,False
gi|63029930|ref|NP_001013647.2|_protein_Flattop_[Homo_sapiens]_fragment_0,2.7327522689343193,-1.5947517136634373,3.71630223861449,4.977283776399647,4.327503982597756,2,63,0.33588152129207915,0.22938134441416835,0.38920808336328205,0.9199879035472728,False,False
gi|7661556|ref|NP_056494.1|_probable_tRNA_pseudouridine_synthase_2_[Homo_sapiens]_fragment_1,11.1960314530618,6.87620871706331,5.000428558888705,6.345542001926999,4.319822735998489,2,63,0.42968147876608187,0.3770178527212442,0.4964062095272063,0.9199879035472728,False,False
gi|91982772|ref|NP_001035194.1|_mucin-17_precursor_[Homo_sapiens]_fragment_5,2.361101954700192,-1.9564157400741864,7.054383978547669,2.110574956149181,4.317517694774378,2,63,0.5455903101437777,0.04809133958801145,0.6216863319433352,0.9199879035472728,False,False
gi|148747209|ref|NP_057475.2|_nucleolar_protein_16_isoform_3_[Homo_sapiens]_fragment_1,4.769276096073618,0.456139292801154,6.744774937769119,2.0686682628537345,4.313136803272464,2,63,0.5316959408704871,0.009348808032459409,0.6076525038519853,0.639873971999444,False,False
gi|578803257|ref|XP_005264696.2|_PREDICTED:_heterogeneous_nuclear_ribonucleoprotein_L-like_isoform_X1_[Homo_sapiens]_fragment_10,5.950674644031715,1.6553480907245175,8.415524786859342,3.910263244349387,4.295326553307198,2,63,0.6016752802749161,0.20658775493183434,0.6748579254358127,0.9199879035472728,False,False
gi|407892483|ref|NP_001258436.1|_coiled-coil_domain-containing_protein_177_[Homo_sapiens]_fragment_19,4.989838489971165,0.8236263485539327,4.4359842195369446,5.486864117764001,4.166212141417232,2,63,0.40321770757074427,0.3270577433593672,0.46653288479259664,0.9199879035472728,False,False
gi|767926287|ref|XP_011510948.1|_PREDICTED:_target_of_Nesh-SH3_isoform_X19_[Homo_sapiens]_fragment_35,2.4993996193051586,-1.6072415733634946,8.450696455267497,4.219534477250262,4.106641192668653,2,63,0.6163984239224812,0.21107777407037343,0.6896139286891545,0.9199879035472728,False,False
gi|4503625|ref|NP_000495.1|_coagulation_factor_X_preproprotein_[Homo_sapiens]_fragment_12,5.039257110278022,1.0037937404110426,7.12658574964023,2.9662172041208303,4.03546336986698,2,63,0.5698031610086136,0.0896351283733748,0.6452182852597537,0.9199879035472728,False,False
gi|767951677|ref|XP_011515784.1|_PREDICTED:_eyes_absent_homolog_1_isoform_X2_[Homo_sapiens]_fragment_2,6.87933669340347,2.84729783934902,1.1171017926997027,4.6655159990819755,4.03203885405445,2,63,0.03978349829507979,0.19243184325144802,0.058881871575610645,0.9199879035472728,False,False
gi|134031945|ref|NP_940857.2|_SCO-spondin_precursor_[Homo_sapiens]_fragment_165,6.042728355874134,2.028880679137881,2.6846251504379866,6.447397946487812,4.013847676736253,2,63,0.24295021480460446,0.15575044962417461,0.2942535043642083,0.9199879035472728,False,False
gi|146219843|ref|NP_006653.2|_helicase_SRCAP_[Homo_sapiens]_fragment_124,5.273229914315618,1.2861153377633259,1.4093239246639788,5.2618976398931485,3.9871145765522917,2,63,0.07564359856668611,0.16305000296989824,0.10433599802301532,0.9199879035472728,False,False
gi|384081572|ref|NP_001244891.1|_PDZ_and_LIM_domain_protein_3_isoform_c_[Homo_sapiens]_fragment_7,5.0829492869866595,1.1430742881658356,7.188375818511187,3.1257292575156206,3.939874998820824,2,63,0.5798966724792525,0.11375940702259181,0.6547220495733496,0.9199879035472728,False,False
gi|578837003|ref|XP_006724228.1|_PREDICTED:_histone_acetyltransferase_p300_isoform_X1_[Homo_sapiens]_fragment_22,4.700621323765802,0.768996951658758,6.647682427649769,2.8028323365801318,3.9316243721070436,2,63,0.5561801737361064,0.04500995826862999,0.631650049818292,0.9199879035472728,False,False
